Site,Latitude,Longitude,Year,Month,Season,Percent_C1,Percent_C2,Percent_C3,Percent_C4,Percent_C5,Percent_C6
TS/Ph-7,25.19080491,-80.63910514,2021,2,Dry,0.237138377,0.172800243,0.126391331,0.178842332,0.094267565,0.190560153
TS/Ph-7,25.19080491,-80.63910514,2021,3,Dry,0.243647421,0.165313223,0.113464489,0.233985682,0.0712172,0.172371985
TS/Ph-7,25.19080491,-80.63910514,2021,7,Wet,0.249183821,0.167534997,0.124559137,0.181193752,0.089664968,0.187863323
TS/Ph-7,25.19080491,-80.63910514,2021,8,Wet,0.24538307,0.167813751,0.123378111,0.18324601,0.091477166,0.188701894
TS/Ph-7,25.19080491,-80.63910514,2022,1,Dry,0.237880845,0.179058571,0.131257461,0.163433322,0.10571729,0.182652509
TS/Ph-7,25.19080491,-80.63910514,2022,2,Dry,0.246124451,0.173274531,0.125745024,0.17217266,0.097279034,0.1854043
TS/Ph-7,25.19080491,-80.63910514,2022,3,Dry,0.241407058,0.165891833,0.121093294,0.224586943,0.072937441,0.174083431
TS/Ph-7,25.19080491,-80.63910514,2022,5,Dry,0.24143752,0.177051971,0.126360616,0.170478232,0.098173374,0.186498287
TS/Ph-7,25.19080491,-80.63910514,2022,6,Wet,0.241887291,0.182151224,0.129328592,0.14604231,0.120337834,0.180252749
TS/Ph-7,25.19080491,-80.63910514,2022,7,Wet,0.239261932,0.166563351,0.124934393,0.217994637,0.084660355,0.166585332
TS/Ph-7,25.19080491,-80.63910514,2022,8,Wet,0.249451321,0.173600906,0.122922347,0.184721906,0.094699561,0.174603959
TS/Ph-7,25.19080491,-80.63910514,2022,10,Wet,0.243737124,0.179355691,0.13312843,0.16562822,0.105063765,0.173086772
TS/Ph-7,25.19080491,-80.63910514,2022,11,Wet,0.24696389,0.183413374,0.124595053,0.131603056,0.110405616,0.203019012
TS/Ph-7,25.19080491,-80.63910514,2022,12,Dry,0.241772542,0.179411003,0.123130077,0.15033049,0.10589943,0.199456458
TS/Ph-9,25.17692874,-80.48978207,2019,2,Dry,0.427949571,0.231746298,0,0.011081396,0.001952462,0.327270274
TS/Ph-9,25.17692874,-80.48978207,2019,3,Dry,0.385492251,0.216468409,0.014955712,0.052508667,0.026780309,0.303794653
TS/Ph-9,25.17692874,-80.48978207,2019,4,Dry,0.420155177,0.232798987,0,0.022304484,0.003469287,0.321272066
TS/Ph-9,25.17692874,-80.48978207,2019,8,Wet,0.41676386,0.244048496,0.004113075,0.012858982,0.008313728,0.313901859
TS/Ph-9,25.17692874,-80.48978207,2019,9,Wet,0.414915676,0.240733092,0,0.012014667,0.004189033,0.328147532
TS/Ph-9,25.17692874,-80.48978207,2019,10,Wet,0.422595844,0.232520783,0.000571195,0.021333433,0.003569256,0.319409489
TS/Ph-9,25.17692874,-80.48978207,2019,11,Wet,0.424484002,0.231857026,0.001450866,0.013290327,0.003881508,0.325036271
TS/Ph-9,25.17692874,-80.48978207,2019,12,Dry,0.424281378,0.234636721,0,0.01440395,0,0.32659899
TS/Ph-9,25.17692874,-80.48978207,2020,2,Dry,0.416808362,0.23801693,0,0.011379899,0.002581962,0.331212846
TS/Ph-9,25.17692874,-80.48978207,2020,3,Dry,0.42635358,0.23618534,0,0.007609125,0.003891508,0.325960448
TS/Ph-9,25.17692874,-80.48978207,2020,4,Dry,0.420692767,0.245737594,0.001910766,0.002797687,0.006892509,0.321968678
TS/Ph-9,25.17692874,-80.48978207,2020,6,Wet,0.417606591,0.237851681,0.00275145,0.017208868,0.006836738,0.317744672
TS/Ph-9,25.17692874,-80.48978207,2020,7,Wet,0.231291861,0.141453797,0.103756432,0.237271485,0.055216343,0.231010082
TS/Ph-9,25.17692874,-80.48978207,2020,8,Wet,0.223227201,0.14746919,0.104660595,0.242980159,0.061540212,0.220122644
TS/Ph-9,25.17692874,-80.48978207,2020,10,Wet,0.236537888,0.162694332,0.119796841,0.207549186,0.073509541,0.199912212
TS/Ph-9,25.17692874,-80.48978207,2020,11,Wet,0.234699913,0.156092447,0.111270865,0.240636032,0.066498925,0.190801818
TS/Ph-9,25.17692874,-80.48978207,2021,1,Dry,0.217792931,0.147958282,0.109074859,0.211988081,0.059440421,0.253745424
TS/Ph-9,25.17692874,-80.48978207,2021,2,Dry,0.216489754,0.134634718,0.093875695,0.20354666,0.04843062,0.303022553
TS/Ph-9,25.17692874,-80.48978207,2021,3,Dry,0.207174677,0.128591283,0.104166713,0.170817301,0.054909108,0.334340917
TS/Ph-9,25.17692874,-80.48978207,2021,4,Dry,0.233888605,0.152000463,0.113459076,0.213093507,0.059811002,0.227747346
TS/Ph-9,25.17692874,-80.48978207,2021,5,Dry,0.220661446,0.151121986,0.110178796,0.244662953,0.058110783,0.215264036
TS/Ph-9,25.17692874,-80.48978207,2021,6,Wet,0.223050624,0.14692095,0.113932698,0.203646565,0.056758768,0.255690395
TS/Ph-9,25.17692874,-80.48978207,2021,8,Wet,0.213005912,0.161329355,0.123558496,0.230229008,0.071695209,0.20018202
TS/Ph-9,25.17692874,-80.48978207,2021,9,Wet,0.23420502,0.158504769,0.11772609,0.239147115,0.071713715,0.178703292
TS/Ph-9,25.17692874,-80.48978207,2021,10,Wet,0.217769595,0.150877001,0.116041527,0.235809132,0.070043161,0.209459584
TS/Ph-9,25.17692874,-80.48978207,2021,11,Wet,0.244056257,0.158457453,0.114231682,0.242966416,0.067859801,0.172428392
TS/Ph-9,25.17692874,-80.48978207,2021,12,Dry,0.242897391,0.157768394,0.109557349,0.255048859,0.06676819,0.167959817
TS/Ph-9,25.17692874,-80.48978207,2022,1,Dry,0.252792018,0.160307298,0.109119937,0.254257574,0.062181801,0.161341373
TS/Ph-9,25.17692874,-80.48978207,2022,2,Dry,0.251934578,0.15809855,0.120940728,0.208450019,0.063206683,0.197369442
TS/Ph-9,25.17692874,-80.48978207,2022,5,Dry,0.279022385,0.194020099,0.129722094,0.308373625,0.081268733,0.007593064
TS/Ph-9,25.17692874,-80.48978207,2022,6,Wet,0.271316162,0.175028716,0.121729654,0.257943461,0.082964792,0.091017216
TS/Ph-9,25.17692874,-80.48978207,2022,8,Wet,0.277301682,0.171477617,0.130854788,0.25371613,0.084823353,0.081826429
